Gene	Class
EXTL3	Hsap_DownReg
FAM160A2	Hsap_DownReg
FAM171B	Hsap_DownReg
FAM208A	Hsap_DownReg
FAM214A	Hsap_DownReg
FBXL14	Hsap_DownReg
FGFR2	Hsap_DownReg
FNIP2	Hsap_DownReg
FOXO1	Hsap_DownReg
FURIN	Hsap_DownReg
GANC	Hsap_DownReg
GAS7	Hsap_DownReg
GCLC	Hsap_DownReg
GEMIN4	Hsap_DownReg
GLIPR2	Hsap_DownReg
GNPAT	Hsap_DownReg
GOLGA7	Hsap_DownReg
GRIK5	Hsap_DownReg
GRINA	Hsap_DownReg
GSTP1	Hsap_DownReg
GTF2H2C	Hsap_DownReg
H6PD	Hsap_DownReg
HEATR1	Hsap_DownReg
HECTD3	Hsap_DownReg
HECW2	Hsap_DownReg
HGSNAT	Hsap_DownReg
HIVEP3	Hsap_DownReg
HYAL2	Hsap_DownReg
ICK	Hsap_DownReg
IGSF11	Hsap_DownReg
IKZF4	Hsap_DownReg
ITGB8	Hsap_DownReg
KCNK1	Hsap_DownReg
KIAA0355	Hsap_DownReg
KIAA2026	Hsap_DownReg
KLHL32	Hsap_DownReg
LATS2	Hsap_DownReg
LRRTM2	Hsap_DownReg
MAML2	Hsap_DownReg
MFSD6	Hsap_DownReg
MLX	Hsap_DownReg
MTMR2	Hsap_DownReg
MYO19	Hsap_DownReg
NBEAL1	Hsap_DownReg
NCOA6	Hsap_DownReg
NDST1	Hsap_DownReg
NF1	Hsap_DownReg
NIPBL	Hsap_DownReg
NOD1	Hsap_DownReg
NUP214	Hsap_DownReg
OMG	Hsap_DownReg
OSGIN1	Hsap_DownReg
P4HTM	Hsap_DownReg
PANX1	Hsap_DownReg
PCDH9	Hsap_DownReg
PCDHB15	Hsap_DownReg
PDE8A	Hsap_DownReg
PDLIM3	Hsap_DownReg
PDZD7	Hsap_DownReg
PER1	Hsap_DownReg
PHC1	Hsap_DownReg
PI4KB	Hsap_DownReg
PLCL2	Hsap_DownReg
PLEKHA7	Hsap_DownReg
PPM1B	Hsap_DownReg
PPOX	Hsap_DownReg
PPP2R3A	Hsap_DownReg
PRDM4	Hsap_DownReg
PRRC2A	Hsap_DownReg
PTCH1	Hsap_DownReg
PTPRD	Hsap_DownReg
PTRH1	Hsap_DownReg
PURB	Hsap_DownReg
QRICH1	Hsap_DownReg
QSER1	Hsap_DownReg
RAD23A	Hsap_DownReg
RALGAPA1	Hsap_DownReg
RAPGEF5	Hsap_DownReg
