Gene	Class
TOX2	OLIG2
TPP1	OLIG2
TPRA1	OLIG2
TRAPPC9	OLIG2
TRPM1	OLIG2
TRPM6	OLIG2
TRUB2	OLIG2
TSKU	OLIG2
TSPAN5	OLIG2
TTI2	OLIG2
TUB	OLIG2
TUBB4B	OLIG2
TUFT1	OLIG2
UBE2G1	OLIG2
ULK2	OLIG2
USP15	OLIG2
USP25	OLIG2
USP30	OLIG2
USP44	OLIG2
USP54	OLIG2
VANGL2	OLIG2
VAT1	OLIG2
VLDLR	OLIG2
VPS13C	OLIG2
VWA5A	OLIG2
WDR24	OLIG2
WDR54	OLIG2
WIPF2	OLIG2
WNT11	OLIG2
WRAP53	OLIG2
WRN	OLIG2
XPO7	OLIG2
XYLT2	OLIG2
ZBTB40	OLIG2
ZBTB44	OLIG2
ZBTB47	OLIG2
ZC3H11A	OLIG2
ZFP30	OLIG2
ZFP90	OLIG2
ZNF16	OLIG2
ZNF175	OLIG2
ZNF33B	OLIG2
ZNF346	OLIG2
ZNF350	OLIG2
ZNF502	OLIG2
ZNF546	OLIG2
ZNF565	OLIG2
ZNF596	OLIG2
ZNF653	OLIG2
ZNF669	OLIG2
ZNF7	OLIG2
ZNF813	OLIG2
ZNF850	OLIG2
ZNF862	OLIG2
ZNFX1	OLIG2
ZSCAN18	OLIG2
ZSWIM8	OLIG2
ZZEF1	OLIG2
ABCA5	OLIG2
ABCA9	OLIG2
ABLIM1	OLIG2
ACAA1	OLIG2
ACSS1	OLIG2
ADAM10	OLIG2
ADCY2	OLIG2
ALDH1L1	OLIG2
AP1G1	OLIG2
APOL6	OLIG2
ARHGAP31	OLIG2
ARHGAP42	OLIG2
ATF7IP2	OLIG2
ATIC	OLIG2
